name,geometry,lat,lon,category
,POINT (-3.182132203251266 55.93587232736992),55.93587233,-3.182132203,residential
,POINT (-3.1809266308041413 55.935248351465916),55.93524835,-3.180926631,residential
,POINT (-3.1814584999999997 55.93597514999999),55.93597515,-3.1814585,residential
,POINT (-3.18664363432794 55.93356025067345),55.93356025,-3.186643634,residential
,POINT (-3.1830684 55.93568405),55.93568405,-3.1830684,residential
,POINT (-3.185320950000001 55.9347743),55.9347743,-3.18532095,residential
,POINT (-3.1839729999999995 55.93552909999999),55.9355291,-3.183973,residential
,POINT (-3.1811348874869534 55.93552992985288),55.93552993,-3.181134887,residential
,POINT (-3.1871132499999995 55.93339765),55.93339765,-3.18711325,residential
,POINT (-3.1868481197527037 55.933455893495),55.93345589,-3.18684812,residential
,POINT (-3.1819418072055714 55.93515066969422),55.93515067,-3.181941807,residential
,POINT (-3.1852041621071865 55.935779741836186),55.93577974,-3.185204162,residential
,POINT (-3.1831128000000004 55.93577510000001),55.9357751,-3.1831128,residential
,POINT (-3.1808913669385306 55.934935999880985),55.934936,-3.180891367,residential
,POINT (-3.183003939865401 55.93460432994807),55.93460433,-3.18300394,residential
,POINT (-3.1879708499999997 55.93368529999999),55.9336853,-3.18797085,residential
,POINT (-3.1829008976602013 55.93551298210933),55.93551298,-3.182900898,residential
,POINT (-3.1848612000000016 55.935476050000005),55.93547605,-3.1848612,residential
,POINT (-3.185704181890387 55.93419191044418),55.93419191,-3.185704182,residential
,POINT (-3.18093575 55.93526429999999),55.9352643,-3.18093575,residential
,POINT (-3.1863525500000005 55.935055799999994),55.9350558,-3.18635255,residential
,POINT (-3.182195250000002 55.935962800000006),55.9359628,-3.18219525,residential
,POINT (-3.1855394971284796 55.93503017453525),55.93503017,-3.185539497,residential
,POINT (-3.1860737327882944 55.93565000974255),55.93565001,-3.186073733,residential
,POINT (-3.190593885157285 55.931690167057376),55.93169017,-3.190593885,residential
,POINT (-3.1797834000000003 55.93394395),55.93394395,-3.1797834,residential
,POINT (-3.181025535115038 55.93560817558828),55.93560818,-3.181025535,residential
,POINT (-3.1912580597334124 55.93111662029889),55.93111662,-3.19125806,residential
,POINT (-3.1846172607446857 55.93499348296622),55.93499348,-3.184617261,residential
,POINT (-3.1815594176082187 55.935995568230084),55.93599557,-3.181559418,residential
,POINT (-3.182026079442439 55.9353393866371),55.93533939,-3.182026079,residential
,POINT (-3.1799670993985543 55.93413255254099),55.93413255,-3.179967099,residential
,POINT (-3.1912354156565343 55.931237922303815),55.93123792,-3.191235416,residential
,POINT (-3.1826257797288964 55.93606980339619),55.9360698,-3.18262578,residential
,POINT (-3.1808124939370397 55.93481366130048),55.93481366,-3.180812494,residential
,POINT (-3.1849973886450447 55.935653830939216),55.93565383,-3.184997389,residential
,POINT (-3.1831495499999996 55.935989600000006),55.9359896,-3.18314955,residential
,POINT (-3.1857214000000007 55.93423105),55.93423105,-3.1857214,residential
,POINT (-3.183200930754862 55.935978667129845),55.93597867,-3.183200931,residential
,POINT (-3.1805860499999996 55.9346501),55.9346501,-3.18058605,residential
,POINT (-3.1894886842776478 55.93303231478657),55.93303231,-3.189488684,residential
,POINT (-3.1847997468489795 55.934229935004744),55.93422994,-3.184799747,residential
,POINT (-3.1812970161466763 55.93549635019913),55.93549635,-3.181297016,residential
,POINT (-3.17961205 55.93384575),55.93384575,-3.17961205,residential
,POINT (-3.1837457200386448 55.93442624711948),55.93442625,-3.18374572,residential
,POINT (-3.1912648214264365 55.931413689995395),55.93141369,-3.191264821,residential
,POINT (-3.19008685 55.9314774),55.9314774,-3.19008685,residential
,POINT (-3.1923551068018834 55.93252179093089),55.93252179,-3.192355107,residential
,POINT (-3.1797709333550044 55.93379122224486),55.93379122,-3.179770933,residential
,POINT (-3.180794678131178 55.93493757520085),55.93493758,-3.180794678,residential
,POINT (-3.18486166776918 55.93549126248168),55.93549126,-3.184861668,residential
,POINT (-3.184906368249659 55.93428176137049),55.93428176,-3.184906368,residential
,POINT (-3.1853412920022306 55.9342928383989),55.93429284,-3.185341292,residential
,POINT (-3.1841432088767756 55.9359453993536),55.9359454,-3.184143209,residential
,POINT (-3.1859996976952076 55.93560018112795),55.93560018,-3.185999698,residential
,POINT (-3.1820528126514467 55.93475966116802),55.93475966,-3.182052813,residential
,POINT (-3.181188879796999 55.93735227592435),55.93735228,-3.18118888,residential
,POINT (-3.185115829163016 55.935592336022125),55.93559234,-3.185115829,residential
,POINT (-3.185292759562734 55.934916893356174),55.93491689,-3.18529276,residential
,POINT (-3.189464286072381 55.932953702680535),55.9329537,-3.189464286,residential
,POINT (-3.182603128916346 55.93609342683858),55.93609343,-3.182603129,residential
,POINT (-3.1902512142192263 55.931143170066235),55.93114317,-3.190251214,residential
,POINT (-3.1857496141948576 55.93420859877885),55.9342086,-3.185749614,residential
,POINT (-3.181111436463169 55.93559289991533),55.9355929,-3.181111436,residential
,POINT (-3.1841750661878616 55.93446896181202),55.93446896,-3.184175066,residential
,POINT (-3.1819130721568536 55.93516143207857),55.93516143,-3.181913072,residential
,POINT (-3.1839064902821006 55.93554773124375),55.93554773,-3.18390649,residential
,POINT (-3.185369144463974 55.93491442613125),55.93491443,-3.185369144,residential
,POINT (-3.1836912999999996 55.93521019999999),55.9352102,-3.1836913,residential
,POINT (-3.1825502934730014 55.936072203324485),55.9360722,-3.182550293,residential
,POINT (-3.2085016294130333 55.919844504862105),55.9198445,-3.208501629,residential
,POINT (-3.2089871000000003 55.919767950000015),55.91976795,-3.2089871,residential
,POINT (-3.20769125 55.91996019999999),55.9199602,-3.20769125,residential
,POINT (-3.209845670283972 55.91969194711104),55.91969195,-3.20984567,residential
,POINT (-3.208167254554062 55.91988771349618),55.91988771,-3.208167255,residential
,POINT (-3.2081720718215663 55.919838465142746),55.91983847,-3.208172072,residential
,POINT (-3.2092803868380564 55.91981438095161),55.91981438,-3.209280387,residential
,POINT (-3.2663692274969156 55.919597380051016),55.91959738,-3.266369227,residential
,POINT (-3.266550488056618 55.91995036488165),55.91995036,-3.266550488,residential
,POINT (-3.267373614518556 55.919295978695374),55.91929598,-3.267373615,residential
,POINT (-3.267135895709431 55.91901619800654),55.9190162,-3.267135896,residential
,POINT (-3.26600594434821 55.9192343042073),55.9192343,-3.266005944,residential
,POINT (-3.266743635344002 55.92027672927538),55.92027673,-3.266743635,residential
,POINT (-3.2675734689998723 55.919550341321404),55.91955034,-3.267573469,residential
,POINT (-3.328899379311695 55.9231030260924),55.92310303,-3.328899379,residential
,POINT (-3.3294439990519806 55.9229508258667),55.92295083,-3.329443999,residential
,POINT (-3.3308022574057925 55.92249309880512),55.9224931,-3.330802257,residential
,POINT (-3.3311418042812733 55.9227407827605),55.92274078,-3.331141804,residential
,POINT (-3.3315325218714915 55.92190873324619),55.92190873,-3.331532522,residential
,POINT (-3.330495280119304 55.92268239105775),55.92268239,-3.33049528,residential
,POINT (-3.3299572446547168 55.922799041889064),55.92279904,-3.329957245,residential
,POINT (-3.209166791989277 55.92093507124907),55.92093507,-3.209166792,residential
,POINT (-3.2093656789302147 55.92040104284626),55.92040104,-3.209365679,residential
,POINT (-3.2034122760453347 55.92342142550388),55.92342143,-3.203412276,residential
,POINT (-3.206440872801541 55.921485253521446),55.92148525,-3.206440873,residential
,POINT (-3.209313978857365 55.920537093014616),55.92053709,-3.209313979,residential
,POINT (-3.205352076979394 55.92187537581221),55.92187538,-3.205352077,residential
,POINT (-3.2092696499999995 55.92065354999999),55.92065355,-3.20926965,residential
,POINT (-3.2045995999999994 55.92170035000001),55.92170035,-3.2045996,residential
,POINT (-3.2091553500000005 55.92080415),55.92080415,-3.20915535,residential
,POINT (-3.2064003295235293 55.9216736269999),55.92167363,-3.20640033,residential
,POINT (-3.2056949 55.920786),55.920786,-3.2056949,residential
,POINT (-3.203302550000002 55.92345445),55.92345445,-3.20330255,residential
,POINT (-3.2057267826367633 55.920883046357154),55.92088305,-3.205726783,residential
,POINT (-3.2044545527716917 55.92210137149971),55.92210137,-3.204454553,residential
,POINT (-3.2045567499999987 55.921890049999995),55.92189005,-3.20455675,residential
,POINT (-3.2045603358317 55.92229632506734),55.92229633,-3.204560336,residential
,POINT (-3.2091135 55.921074),55.921074,-3.2091135,residential
,POINT (-3.2034341500000005 55.92350235000001),55.92350235,-3.20343415,residential
,POINT (-3.2045614645864013 55.92233992032881),55.92233992,-3.204561465,residential
,POINT (-3.203421366247852 55.92313465613199),55.92313466,-3.203421366,residential
,POINT (-3.2034106222548635 55.92345601853408),55.92345602,-3.203410622,residential
,POINT (-3.208836915175623 55.92208555313728),55.92208555,-3.208836915,residential
,POINT (-3.205405795714261 55.921507393468076),55.92150739,-3.205405796,residential
,POINT (-3.208838367500802 55.92205781863178),55.92205782,-3.208838368,residential
,POINT (-3.2053721962279926 55.92168740695068),55.92168741,-3.205372196,residential
,POINT (-3.205535955219432 55.92106902543295),55.92106903,-3.205535955,residential
,POINT (-3.205448032722131 55.92132579738088),55.9213258,-3.205448033,residential
,POINT (-3.2045774131620663 55.921962008399056),55.92196201,-3.204577413,residential
,POINT (-3.2092197157414515 55.92079327928177),55.92079328,-3.209219716,residential
,POINT (-3.203464831036471 55.92231450769616),55.92231451,-3.203464831,residential
,POINT (-3.203451025856825 55.922608300170964),55.9226083,-3.203451026,residential
,POINT (-3.205546588048755 55.92104161152515),55.92104161,-3.205546588,residential
,POINT (-3.2034355316197907 55.92285158371192),55.92285158,-3.203435532,residential
,POINT (-3.2045761670333563 55.92199047439764),55.92199047,-3.204576167,residential
,POINT (-3.2034637545681104 55.92234504622738),55.92234505,-3.203463755,residential
,POINT (-3.203419780843773 55.923165901639365),55.9231659,-3.203419781,residential
,POINT (-3.2034342507557567 55.92288155134444),55.92288155,-3.203434251,residential
,POINT (-3.2053887193976864 55.92204002934715),55.92204003,-3.205388719,residential
,POINT (-3.2090580684798975 55.92121229388748),55.92121229,-3.209058068,residential
,POINT (-3.203366490131222 55.92256426195983),55.92256426,-3.20336649,residential
,POINT (-3.2034936735851725 55.92225018569238),55.92225019,-3.203493674,residential
,POINT (-3.205396216303939 55.92197224630195),55.92197225,-3.205396216,residential
,POINT (-3.2094350380550942 55.920208120385645),55.92020812,-3.209435038,residential
,POINT (-3.2094241456142516 55.92023520092712),55.9202352,-3.209424146,residential
,POINT (-3.2034523886555633 55.92257750937552),55.92257751,-3.203452389,residential
,POINT (-3.2090228328480603 55.921325883999884),55.92132588,-3.209022833,residential
,POINT (-3.2321807129532836 55.93354849934749),55.9335485,-3.232180713,residential
,POINT (-3.2314467224383434 55.93405671628188),55.93405672,-3.231446722,residential
,POINT (-3.231933782445759 55.934008971055235),55.93400897,-3.231933782,residential
,POINT (-3.2312938987007285 55.93396594424669),55.93396594,-3.231293899,residential
,POINT (-3.232043955275427 55.933778661604876),55.93377866,-3.232043955,residential
,POINT (-3.2319124721785255 55.93405929166742),55.93405929,-3.231912472,residential
,POINT (-3.2320067022389325 55.9338546734167),55.93385467,-3.232006702,residential
,POINT (-3.2319229899866873 55.934034071113125),55.93403407,-3.23192299,residential
,POINT (-3.2321478396963674 55.93359506790525),55.93359507,-3.23214784,residential
,POINT (-3.231983948851061 55.933902135881624),55.93390214,-3.231983949,residential
,POINT (-3.231663768045629 55.9341975159245),55.93419752,-3.231663768,residential
,POINT (-3.232056747678083 55.93375265738421),55.93375266,-3.232056748,residential
,POINT (-3.2318472568828818 55.93421222042154),55.93421222,-3.231847257,residential
,POINT (-3.2314746375780463 55.93407369101923),55.93407369,-3.231474638,residential
,POINT (-3.231890649267955 55.93411117659451),55.93411118,-3.231890649,residential
,POINT (-3.231957822099521 55.93395536600811),55.93395537,-3.231957822,residential
,POINT (-3.232031014886732 55.93380473315129),55.93380473,-3.232031015,residential
,POINT (-3.2318323377051748 55.93425917101318),55.93425917,-3.231832338,residential
,POINT (-3.2321159404479856 55.93364307247376),55.93364307,-3.23211594,residential
,POINT (-3.2318689856845606 55.93416103387432),55.93416103,-3.231868986,residential
,POINT (-3.2320871111283966 55.93369833441387),55.93369833,-3.232087111,residential
,POINT (-3.2322126852653112 55.93350178609919),55.93350179,-3.232212685,residential
,POINT (-3.2319711296291005 55.933928257260085),55.93392826,-3.23197113,residential
,POINT (-3.2317097170075826 55.93423459023796),55.93423459,-3.231709717,residential
,POINT (-3.231650915996934 55.93418119915426),55.9341812,-3.231650916,residential
,POINT (-3.2319308636737896 55.93434954270668),55.93434954,-3.231930864,residential
,POINT (-3.1879904567060664 55.93030314382304),55.93030314,-3.187990457,residential
,POINT (-3.187862909261074 55.93033328846665),55.93033329,-3.187862909,residential
,POINT (-3.1852071771996537 55.932342583170744),55.93234258,-3.185207177,residential
,POINT (-3.1884888477176316 55.93018748522603),55.93018749,-3.188488848,residential
,POINT (-3.187137969248644 55.930496139685154),55.93049614,-3.187137969,residential
,POINT (-3.188614036158282 55.9301581312411),55.93015813,-3.188614036,residential
,POINT (-3.183961336925527 55.93307438383598),55.93307438,-3.183961337,residential
,POINT (-3.1867282098299112 55.93060680227039),55.9306068,-3.18672821,residential
,POINT (-3.188118723556895 55.93027353695439),55.93027354,-3.188118724,residential
,POINT (-3.18693 55.9318883),55.9318883,-3.18693,residential
,POINT (-3.1820270798580728 55.93389693880844),55.93389694,-3.18202708,residential
,POINT (-3.1862746732997946 55.93127124020869),55.93127124,-3.186274673,residential
,POINT (-3.1819827192369314 55.93429289837739),55.9342929,-3.181982719,residential
,POINT (-3.1828314602576073 55.93419968406342),55.93419968,-3.18283146,residential
